Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Division
23/08/2025,Fleetwood Town,Oldham,1,1,D,2526,E3
23/08/2025,Gillingham,Crewe,1,0,H,2526,E3
23/08/2025,Harrogate,Chesterfield,1,2,A,2526,E3
23/08/2025,Notts County,Bromley,2,2,D,2526,E3
23/08/2025,Swindon,Shrewsbury,2,1,H,2526,E3
29/08/2025,Salford,Cheltenham,1,1,D,2526,E3
30/08/2025,Barrow,Fleetwood Town,0,1,A,2526,E3
30/08/2025,Crewe,Swindon,0,3,A,2526,E3
30/08/2025,Barnet,Colchester,1,1,D,2526,E3
30/08/2025,Bromley,Harrogate,2,0,H,2526,E3
30/08/2025,Cambridge,Newport County,2,0,H,2526,E3
30/08/2025,Chesterfield,Crawley Town,2,2,D,2526,E3
30/08/2025,Grimsby,Bristol Rvs,0,1,A,2526,E3
30/08/2025,Milton Keynes Dons,Walsall,0,1,A,2526,E3
30/08/2025,Oldham,Gillingham,0,1,A,2526,E3
30/08/2025,Shrewsbury,Accrington,0,0,D,2526,E3
30/08/2025,Tranmere,Notts County,1,2,A,2526,E3
06/09/2025,Newport County,Bristol Rvs,2,3,A,2526,E3
06/09/2025,Barnet,Shrewsbury,1,3,A,2526,E3
06/09/2025,Barrow,Swindon,1,3,A,2526,E3
06/09/2025,Cambridge,Oldham,0,1,A,2526,E3
06/09/2025,Cheltenham,Accrington,1,0,H,2526,E3
06/09/2025,Colchester,Crewe,1,1,D,2526,E3
06/09/2025,Harrogate,Crawley Town,0,1,A,2526,E3
06/09/2025,Milton Keynes Dons,Grimsby,2,3,A,2526,E3
06/09/2025,Notts County,Fleetwood Town,1,0,H,2526,E3
06/09/2025,Salford,Tranmere,3,1,H,2526,E3
06/09/2025,Walsall,Chesterfield,1,0,H,2526,E3
06/09/2025,Bromley,Gillingham,2,2,D,2526,E3
13/09/2025,Accrington,Colchester,1,0,H,2526,E3
13/09/2025,Crawley Town,Cheltenham,2,0,H,2526,E3
13/09/2025,Bristol Rvs,Barrow,2,1,H,2526,E3
13/09/2025,Chesterfield,Milton Keynes Dons,1,1,D,2526,E3
13/09/2025,Crewe,Barnet,1,2,A,2526,E3
13/09/2025,Fleetwood Town,Walsall,1,1,D,2526,E3
13/09/2025,Gillingham,Notts County,1,0,H,2526,E3
13/09/2025,Grimsby,Cambridge,1,1,D,2526,E3
13/09/2025,Oldham,Bromley,1,0,H,2526,E3
13/09/2025,Shrewsbury,Salford,1,3,A,2526,E3
13/09/2025,Swindon,Harrogate,3,1,H,2526,E3
13/09/2025,Tranmere,Newport County,1,1,D,2526,E3
